"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=lump_genus&idqual=genus_certain&interval=Paleocene,Holocene&cc=SOA&show=acconly"
"Access Time","Sat 2020-04-11 01:09:45 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","lump_genus"
"","idqual","genus_certain"
"","cc","SOA"
"","interval","Paleocene,Holocene"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.02"
"Records Found","6462"
"Records Returned","6462"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"402852","occ","","","38651","Eopachyrucos","genus","57217","Early Oligocene","","33.9","28.4","10307"
"402853","occ","","","38611","Eopachyrucos","genus","57217","Early Oligocene","","33.9","28.4","10307"
"402854","occ","","","38653","Eopachyrucos","genus","57217","Early Oligocene","","33.9","28.4","10307"
"403337","occ","10600","","38653","Bryanpattersonia","genus","43435","Early Oligocene","","33.9","28.4","10308"
"403338","occ","","","38653","Protarchaeohyrax","genus","57240","Early Oligocene","","33.9","28.4","10308"
"405150","occ","","","38611","Eomorphippus","genus","43381","Early Oligocene","","33.9","28.4","10308"
"405152","occ","10635","","38611","Archaeohyrax","genus","43434","Early Oligocene","","33.9","28.4","10497"
"405153","occ","10636","","38653","Archaeohyrax","genus","43434","Early Oligocene","","33.9","28.4","10497"
"405154","occ","","","38875","Archaeohyrax","genus","43434","Early Oligocene","","33.9","28.4","10497"
"405155","occ","","","38876","Archaeohyrax","genus","43434","Oligocene","","33.9","23.03","10497"
"405156","occ","","","38877","Archaeohyrax","genus","43434","Eocene","Oligocene","56","23.03","10497"
"405157","occ","","","38878","Pseudhyrax","genus","43438","Mustersan","","48","42","10497"
"405158","occ","","","38879","Pseudhyrax","genus","43438","Middle Eocene","","48.6","37.2","10497"
"408248","occ","","","39295","Coona","genus","39955","Middle Eocene","","48.6","37.2","10615"
"426834","occ","","","41607","Satshatemnus","genus","58177","Late Paleocene","","58.7","55.8","11146"
"426838","occ","32000","","41608","Punadolops","genus","334424","Late Eocene","","37.2","33.9","57609"
"426839","occ","32001","","41608","Bonapartherium","genus","40082","Late Eocene","","37.2","33.9","57609"
"426840","occ","32149","","41608","Callistoe","genus","334455","Late Eocene","","37.2","33.9","58261"
"426843","occ","","","41608","Propyrotherium","genus","43519","Late Eocene","","37.2","33.9","11148"
"426910","occ","","","41608","Suniodon","genus","58179","Late Eocene","","37.2","33.9","11158"
"426911","occ","","","41608","Colbertia","genus","43346","Late Eocene","","37.2","33.9","11148"
"426913","occ","","","41608","Punapithecus","genus","58181","Late Eocene","","37.2","33.9","11159"
"427184","occ","","","13775","Colbertia","genus","43346","Middle Eocene","","48.6","37.2","11160"
"427391","occ","","","41706","Pampahippus","genus","58183","Middle Eocene","","48.6","37.2","11161"
"427519","occ","","","41712","Pampahippus","genus","58183","Middle Eocene","","48.6","37.2","11161"
"455820","occ","","","44956","Sparnotheriodon","genus","58784","Middle Eocene","","48.6","37.2","11658"
"460990","occ","","","13079","Ninoziphius","genus","36781","Messinian","","7.246","5.333","11880"
"461084","occ","","","13079","Piscolithax","genus","36811","Messinian","","7.246","5.333","11888"
"461086","occ","","","13079","Pliopontos","genus","36818","Messinian","","7.246","5.333","11891"
"461087","occ","","","13079","Odobenocetops","genus","62922","Messinian","","7.246","5.333","11893"
"461090","occ","","","45484","Incacetus","genus","36735","Aquitanian","","23.03","20.44","10150"
"461091","occ","","","45485","Scaphokogia","genus","62928","Tortonian","","11.62","7.246","11895"
"461092","occ","","","45486","Australithax","genus","36674","Tortonian","","11.62","7.246","11895"
"461093","occ","","","45487","Brachydelphis","genus","36685","Serravallian","","13.82","11.62","11895"
"461094","occ","","","45487","Atocetus","genus","36669","Serravallian","","13.82","11.62","11895"
"461095","occ","","","45487","Belonodelphis","genus","62933","Serravallian","","13.82","11.62","11895"
"464567","occ","","","45887","Prosqualodon","genus","36831","Aquitanian","Burdigalian","23.03","15.97","12217"
"464568","occ","","","45887","Notocetus","genus","36783","Aquitanian","Burdigalian","23.03","15.97","12217"
"466479","occ","12128","","45885","Diaphorocetus","genus","36705","Burdigalian","","20.44","15.97","12337"
"466480","occ","","","45885","Notocetus","genus","36783","Burdigalian","","20.44","15.97","12337"
"471969","occ","","","46898","Preaulophyseter","genus","63950","Late Oligocene","Late Miocene","28.4","5.333","12454"
"477603","occ","","","47303","Plesiocetus","genus","36817","Aquitanian","Burdigalian","23.03","15.97","12654"
"477604","occ","","","47303","Morenocetus","genus","36776","Aquitanian","Burdigalian","23.03","15.97","12654"
"477605","occ","","","47307","Plesiocetopsis","genus","36816","Pliocene","","5.333","2.588","12654"
"479902","occ","","","13079","Piscobalaena","genus","63932","Messinian","","7.246","5.333","12814"
"480701","occ","","","13079","Hemisyntrachelus","genus","87353","Messinian","","7.246","5.333","12842"
"482031","occ","","","48176","Thomashuxleya","genus","43367","Casamayoran","","55.8","48","12855"
"487190","occ","","","38793","Henricosbornia","genus","43330","Late Paleocene","Early Eocene","58.7","48.6","13023"
"487191","occ","","","38793","Trigonostylops","genus","43458","Late Paleocene","Early Eocene","58.7","48.6","13023"
"487645","occ","","","14211","Notogale","genus","40027","Deseadan","","29","21","6192"
"487647","occ","","","14211","Proborhyaena","genus","40033","Deseadan","","29","21","6192"
"487648","occ","","","14211","Palaeothentes","genus","40057","Deseadan","","29","21","6192"
"487651","occ","","","14211","Parabderites","genus","40058","Deseadan","","29","21","6192"
"492949","occ","","","49783","Proborhyaena","genus","40033","Deseadan","","29","21","13361"
"492950","occ","","","49783","Peltephilus","genus","43550","Deseadan","","29","21","13361"
"492952","occ","","","49783","Platypittamys","genus","42047","Deseadan","","29","21","58123"
"492953","occ","","","49783","Rhynchippus","genus","43388","Deseadan","","29","21","13361"
"492954","occ","","","49783","Scarrittia","genus","43378","Deseadan","","29","21","62527"
"493528","occ","32069","","49851","Archaeohyrax","genus","43434","Deseadan","","29","21","13081"
"493532","occ","32073","","49851","Prosotherium","genus","43447","Deseadan","","29","21","13081"
"493536","occ","32068","","49852","Prohegetotherium","genus","43445","Deseadan","","29","21","13081"
"493720","occ","","","38877","Notostylops","genus","43339","Eocene","Oligocene","56","23.03","13081"
"493721","occ","","","38877","Pleurostylodon","genus","43365","Eocene","Oligocene","56","23.03","13081"
"493722","occ","12706","","38877","Bryanpattersonia","genus","43435","Eocene","Oligocene","56","23.03","10308"
"493723","occ","","","49898","Amphidolops","genus","40067","Middle Eocene","","48.6","37.2","57557"
"493724","occ","","","49898","Polydolops","genus","40071","Middle Eocene","","48.6","37.2","57557"
"493726","occ","","","49899","Trigonostylops","genus","43458","Eocene","","56","33.9","13081"
"493727","occ","","","49899","Notostylops","genus","43339","Eocene","","56","33.9","13081"
"493728","occ","","","49899","Pleurostylodon","genus","43365","Eocene","","56","33.9","13081"
"493730","occ","","","49900","Caroloameghinia","genus","65750","Middle Eocene","","48.6","37.2","13081"
"493731","occ","","","49900","Arminiheringia","genus","40015","Middle Eocene","","48.6","37.2","13081"
"493732","occ","","","49900","Amphidolops","genus","40067","Middle Eocene","","48.6","37.2","57557"
"493733","occ","","","49900","Polydolops","genus","40071","Middle Eocene","","48.6","37.2","57557"
"493734","occ","","","49900","Trigonostylops","genus","43458","Middle Eocene","","48.6","37.2","13081"
"493735","occ","","","49900","Notopithecus","genus","43419","Middle Eocene","","48.6","37.2","13081"
"493737","occ","","","49900","Isotemnus","genus","43362","Middle Eocene","","48.6","37.2","13081"
"493738","occ","","","49900","Pleurostylodon","genus","43365","Middle Eocene","","48.6","37.2","13081"
"493740","occ","","","49900","Notostylops","genus","43339","Middle Eocene","","48.6","37.2","13081"
"493742","occ","","","49900","Antepithecus","genus","43410","Middle Eocene","","48.6","37.2","13081"
"493743","occ","","","49900","Albertogaudrya","genus","58787","Middle Eocene","","48.6","37.2","13081"
"493744","occ","","","49900","Oldfieldthomasia","genus","65751","Middle Eocene","","48.6","37.2","13081"
"493745","occ","12707","","49901","Bryanpattersonia","genus","43435","Eocene","","56","33.9","10308"
"493748","occ","","","49902","Oldfieldthomasia","genus","65751","Eocene","","56","33.9","13081"
"493749","occ","","","49902","Albertogaudrya","genus","58787","Eocene","","56","33.9","13081"
"493750","occ","","","49902","Notopithecus","genus","43419","Eocene","","56","33.9","13081"
"494068","occ","","","28513","Lestodon","genus","43635","Pleistocene","","2.588","0.0117","6187"
"495968","occ","","","50066","Notostylops","genus","43339","Casamayoran","","55.8","48","13447"
"495969","occ","","","50066","Trigonostylops","genus","43458","Casamayoran","","55.8","48","13447"
"495970","occ","","","50066","Notopithecus","genus","43419","Casamayoran","","55.8","48","13447"
"496044","occ","","","50071","Leontinia","genus","43377","Deseadan","","29","21","13447"
"496046","occ","","","50071","Pyrotherium","genus","43520","Deseadan","","29","21","13447"
"496054","occ","","","50074","Astrapotherium","genus","43462","Deseadan","","29","21","13447"
"496055","occ","","","50074","Leontinia","genus","43377","Deseadan","","29","21","13447"
"496056","occ","","","50074","Homalodontotherium","genus","243549","Deseadan","","29","21","13447"
"496057","occ","","","50074","Trimerostephanos","genus","43368","Deseadan","","29","21","13447"
"496058","occ","","","50074","Nesodon","genus","43396","Deseadan","","29","21","13447"
"496059","occ","","","50074","Coresodon","genus","53665","Deseadan","","29","21","13447"
"496060","occ","","","50074","Deuterotherium","genus","43471","Deseadan","","29","21","13447"
"496061","occ","","","50074","Hegetotherium","genus","43441","Deseadan","","29","21","13447"
"496062","occ","","","50074","Octodontotherium","genus","43639","Deseadan","","29","21","13447"
"496742","occ","","","14211","Prohegetotherium","genus","43445","Deseadan","","29","21","13480"
"496743","occ","","","14211","Prosotherium","genus","43447","Deseadan","","29","21","13480"
"496745","occ","","","14211","Trachytherus","genus","43429","Deseadan","","29","21","13480"
"496748","occ","","","14211","Medistylus","genus","43417","Deseadan","","29","21","13480"
"496749","occ","","","14211","Argyrohyrax","genus","57211","Deseadan","","29","21","36444"
"496751","occ","","","14211","Pyrotherium","genus","43520","Deseadan","","29","21","13480"
"496752","occ","","","14211","Protheosodon","genus","42300","Deseadan","","29","21","13480"
"496753","occ","","","14211","Notodiaphorus","genus","43499","Deseadan","","29","21","13480"
"496754","occ","","","14211","Cephalomys","genus","42083","Deseadan","","29","21","36444"
"496755","occ","","","14211","Rhynchippus","genus","43388","Deseadan","","29","21","13480"
"496757","occ","","","14211","Leontinia","genus","43377","Deseadan","","29","21","13480"
"496759","occ","","","14211","Proadinotherium","genus","53656","Deseadan","","29","21","13480"
"496760","occ","","","14211","Coresodon","genus","53665","Deseadan","","29","21","13480"
"496761","occ","","","14211","Protosteiromys","genus","42144","Deseadan","","29","21","13480"
"496762","occ","","","14211","Asmodeus","genus","53681","Deseadan","","29","21","13480"
"496763","occ","","","14211","Scotamys","genus","42081","Deseadan","","29","21","13480"
"496764","occ","","","14211","Parastrapotherium","genus","43463","Deseadan","","29","21","13480"
"496765","occ","","","14211","Litodontomys","genus","42084","Deseadan","","29","21","13480"
"496766","occ","","","14211","Meteutatus","genus","43544","Deseadan","","29","21","13480"
"496767","occ","","","14211","Prozaedyus","genus","146408","Deseadan","","29","21","13480"
"496769","occ","","","14211","Proeuphractus","genus","43551","Deseadan","","29","21","13480"
"496770","occ","","","14211","Peltephilus","genus","43550","Deseadan","","29","21","13480"
"496771","occ","","","14211","Palaeopeltis","genus","43566","Deseadan","","29","21","13480"
"496775","occ","","","14211","Deuterotherium","genus","43471","Deseadan","","29","21","13480"
"496779","occ","","","14211","Tricoelodus","genus","43511","Deseadan","","29","21","36444"
"496780","occ","","","14211","Proadiantus","genus","55433","Deseadan","","29","21","13480"
"496781","occ","32145","","14211","Archaeohyrax","genus","43434","Deseadan","","29","21","46251"
"513575","occ","","","28230","Peradectes","genus","39981","Late Paleocene","Early Eocene","58.7","48.6","11730"
"513576","occ","","","28230","Perutherium","genus","206760","Late Paleocene","Early Eocene","58.7","48.6","11730"
"513646","occ","","","52048","Balaena","genus","36676","Calabrian","","1.806","0.781","12759"
"513647","occ","","","52048","Notiocetus","genus","36782","Calabrian","","1.806","0.781","12759"
"513817","occ","","","45485","Lomacetus","genus","36751","Tortonian","","11.62","7.246","12756"
"513818","occ","","","45486","Brachydelphis","genus","36685","Tortonian","","11.62","7.246","11895"
"513838","occ","","","13522","Ischyrorhynchus","genus","42945","Tortonian","","11.62","7.246","12759"
"513839","occ","","","13522","Saurocetes","genus","63502","Tortonian","","11.62","7.246","12759"
"513848","occ","","","52075","Prosqualodon","genus","36831","Early Miocene","","23.03","15.97","12777"
"513904","occ","","","45886","Idiorophus","genus","36732","Burdigalian","","20.44","15.97","12338"
"518406","occ","","","52644","Pontoporia","genus","63540","Calabrian","","1.806","0.781","14149"
"518655","occ","","","52703","Palangania","genus","67056","Late Paleocene","","58.7","55.8","14182"
"527469","occ","","","44956","Florentinoameghinia","genus","67770","Middle Eocene","","48.6","37.2","10312"
"528166","occ","","","53926","Hydrochoerus","genus","42128","Late Pliocene","","3.6","2.588","14540"
"528167","occ","","","53926","Lagostomus","genus","42077","Late Pliocene","","3.6","2.588","14540"
"528169","occ","","","53926","Tapirus","genus","43137","Late Pliocene","","3.6","2.588","14540"
"528170","occ","","","53926","Hippidion","genus","43001","Late Pliocene","","3.6","2.588","14540"
"528171","occ","","","53926","Antifer","genus","42655","Late Pliocene","","3.6","2.588","14540"
"528172","occ","","","53926","Glyptodon","genus","43576","Late Pliocene","","3.6","2.588","14540"
"528173","occ","","","53926","Megatherium","genus","43616","Late Pliocene","","3.6","2.588","14540"
"528176","occ","","","53926","Hydrochoeropsis","genus","131383","Late Pliocene","","3.6","2.588","14540"
"528180","occ","","","53926","Myocastor","genus","42072","Late Pliocene","","3.6","2.588","14540"
"528185","occ","","","53926","Panochthus","genus","43587","Late Pliocene","","3.6","2.588","14540"
"530046","occ","","","13626","Pontistes","genus","36820","Tortonian","","11.62","7.246","14629"
"530103","occ","","","13626","Toxodon","genus","43405","Tortonian","","11.62","7.246","14629"
"530104","occ","20832","","13626","Scalabrinitherium","genus","246235","Tortonian","","11.62","7.246","26812"
"530105","occ","20833","","13626","Proterotherium","genus","43485","Tortonian","","11.62","7.246","26812"
"530178","occ","","","54134","Eubalaena","genus","36715","Holocene","","0.0117","0","14633"
"530482","occ","21246","","54181","Megaptera","genus","36760","Calabrian","","1.806","0.781","29033"
"530530","occ","","","54186","Globicephala","genus","36721","Late Miocene","Early Pliocene","11.608","3.6","14661"
"536141","occ","21247","","54181","Eubalaena","genus","36715","Calabrian","","1.806","0.781","29033"
"536142","occ","28873","","54181","Balaenoptera","genus","36678","Calabrian","","1.806","0.781","47553"
"536666","occ","","","55535","Brachydelphis","genus","36685","Messinian","","7.246","5.333","15005"
"536814","occ","","","55596","Macrochorobates","genus","68405","Huayquerian","","9","6.8","15012"
"536815","occ","","","55596","Proeuphractus","genus","43551","Huayquerian","","9","6.8","15012"
"536817","occ","","","55596","Chaetophractus","genus","43530","Huayquerian","","9","6.8","15012"
"536818","occ","","","55596","Eosclerocalyptus","genus","68401","Huayquerian","","9","6.8","15012"
"536819","occ","","","55596","Neophanomys","genus","68403","Huayquerian","","9","6.8","15012"
"536820","occ","","","55596","Lagostomus","genus","42077","Huayquerian","","9","6.8","15012"
"536821","occ","","","55596","Orthomyctera","genus","42118","Huayquerian","","9","6.8","15012"
"536822","occ","","","55596","Potamarchus","genus","42095","Huayquerian","","9","6.8","15012"
"536823","occ","","","55596","Protypotherium","genus","43422","Huayquerian","","9","6.8","15012"
"536826","occ","","","55596","Hemihegetotherium","genus","43442","Huayquerian","","9","6.8","15012"
"536843","occ","","","55599","Pontistes","genus","36820","Serravallian","","13.82","11.62","15016"
"536847","occ","","","55599","Dioplotherium","genus","36878","Serravallian","","13.82","11.62","15016"
"536848","occ","","","55599","Properiptychus","genus","36946","Serravallian","","13.82","11.62","34716"
"536872","occ","","","55600","Xotodon","genus","43407","Huayquerian","","9","6.8","15016"
"536874","occ","","","55600","Eutomodus","genus","278307","Huayquerian","","9","6.8","15016"
"536875","occ","","","55600","Stenotephanos","genus","240067","Huayquerian","","9","6.8","15016"
"536876","occ","","","55600","Toxodontherium","genus","240026","Huayquerian","","9","6.8","15016"
"536877","occ","","","55600","Haplodontherium","genus","240028","Huayquerian","","9","6.8","15016"
"540497","occ","","","56460","Megaptera","genus","36760","Zanclean","","5.333","3.6","15202"
"541107","occ","","","55600","Saurocetes","genus","63502","Huayquerian","","9","6.8","15233"
"545023","occ","","","46083","Odobenocetops","genus","62922","Messinian","","7.246","5.333","15397"
"545042","occ","","","13079","Acrophoca","genus","41187","Messinian","","7.246","5.333","16910"
"545043","occ","","","13079","Piscophoca","genus","53276","Messinian","","7.246","5.333","16910"
"545077","occ","","","45485","Balaenoptera","genus","36678","Tortonian","","11.62","7.246","15412"
"557349","occ","","","46083","Balaenoptera","genus","36678","Messinian","","7.246","5.333","15521"
"560805","occ","","","13626","Ribodon","genus","36898","Tortonian","","11.62","7.246","16574"
"560809","occ","","","58455","Potamosiren","genus","36893","Laventan","","13.8","11.8","18747"
"564968","occ","","","13081","Prohegetotherium","genus","43445","Deseadan","","29","21","16747"
"564969","occ","","","13081","Sallatherium","genus","71914","Deseadan","","29","21","16747"
"565167","occ","","","59053","Kawas","genus","71968","Tortonian","","11.62","7.246","16764"
"565269","occ","","","45485","Thalassocnus","genus","72041","Tortonian","","11.62","7.246","16787"
"565317","occ","","","45485","Acrophoca","genus","41187","Tortonian","","11.62","7.246","16797"
"565330","occ","","","46084","Acrophoca","genus","41187","Messinian","","7.246","5.333","16797"
