"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=ASI&show=class"
"Access Time","Fri 2021-07-02 05:12:54 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","ASI"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class"
"Elapsed Time","1.87"
"Records Found","5284"
"Records Returned","5284"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"1340006","occ","","","175169","Huangomys frequens","species","334434","","Huangomys frequens","species","334434","Early Oligocene","","33.9","28.4","60091","Chordata","Mammalia","Rodentia","Ctenodactylidae","Huangomys"
"1340007","occ","","","180955","Huangomys frequens","species","334434","","Huangomys frequens","species","334434","Early Oligocene","","33.9","28.4","60091","Chordata","Mammalia","Rodentia","Ctenodactylidae","Huangomys"
"1340008","occ","","","75588","Huangomys frequens","species","334434","","Huangomys frequens","species","334434","Late Oligocene","","28.4","23.03","60091","Chordata","Mammalia","Rodentia","Ctenodactylidae","Huangomys"
"1340009","occ","","","180958","Huangomys frequens","species","334434","","Huangomys frequens","species","334434","Early Oligocene","","33.9","28.4","60091","Chordata","Mammalia","Rodentia","Ctenodactylidae","Huangomys"
"1340010","occ","","","180959","Huangomys frequens","species","334434","","Huangomys frequens","species","334434","Early Oligocene","","33.9","28.4","60091","Chordata","Mammalia","Rodentia","Ctenodactylidae","Huangomys"
"1340402","occ","","","176391","Plesiosminthus n. sp. asiaticus","species","346132","","Plesiosminthus asiaticus","species","346132","Late Oligocene","","28.4","23.03","60145","Chordata","Mammalia","Rodentia","Zapodidae","Plesiosminthus"
"1340403","occ","","","176390","Plesiosminthus asiaticus","species","346132","","Plesiosminthus asiaticus","species","346132","Late Oligocene","","28.4","23.03","60145","Chordata","Mammalia","Rodentia","Zapodidae","Plesiosminthus"
"1340408","occ","33770","","176447","Plesiosminthus asiaticus","species","346132","","Plesiosminthus asiaticus","species","346132","Late Oligocene","","28.4","23.03","62824","Chordata","Mammalia","Rodentia","Zapodidae","Plesiosminthus"
"1340409","occ","","","75602","Plesiosminthus promyarion","species","357754","","Plesiosminthus promyarion","species","357754","Late Oligocene","","28.4","23.03","60145","Chordata","Mammalia","Rodentia","Zapodidae","Plesiosminthus"
"1340410","occ","","","180965","Plesiosminthus n. sp. barsboldi","species","346133","","Plesiosminthus barsboldi","species","346133","Early Miocene","","23.03","15.97","60145","Chordata","Mammalia","Rodentia","Zapodidae","Plesiosminthus"
"1340411","occ","","","180966","Plesiosminthus barsboldi","species","346133","","Plesiosminthus barsboldi","species","346133","Early Miocene","","23.03","15.97","60145","Chordata","Mammalia","Rodentia","Zapodidae","Plesiosminthus"
"1340412","occ","","","180967","Plesiosminthus barsboldi","species","346133","","Plesiosminthus barsboldi","species","346133","Early Miocene","","23.03","15.97","60145","Chordata","Mammalia","Rodentia","Zapodidae","Plesiosminthus"
"1340420","occ","33771","","176448","Litodonomys huangheensis","species","333358","","Litodonomys huangheensis","species","333358","Late Oligocene","","28.4","23.03","62824","Chordata","Mammalia","Rodentia","Dipodidae","Litodonomys"
"1340422","occ","","","181068","Sinolagomys cf. kansuensis","species","282773","","Sinolagomys kansuensis","species","282773","Late Oligocene","Early Miocene","28.4","15.97","60145","Chordata","Mammalia","Lagomorpha","Ochotonidae","Sinolagomys"
"1340423","occ","","","181068","Litodonomys lajeensis","species","357758","","Litodonomys lajeensis","species","54382","Late Oligocene","Early Miocene","28.4","15.97","60145","Chordata","Mammalia","Rodentia","Dipodidae","Litodonomys"
"1340426","occ","32701","","181068","Asianeomys n. sp. fahlbuschi","species","346560","","Asianeomys fahlbuschi","species","346560","Late Oligocene","Early Miocene","28.4","15.97","60349","Chordata","Mammalia","Rodentia","Eomyidae","Asianeomys"
"1340432","occ","","","176447","Bohlinosminthus parvulus","species","334641","","Bohlinosminthus parvulus","species","333353","Late Oligocene","","28.4","23.03","60145","Chordata","Mammalia","Rodentia","Dipodidae","Bohlinosminthus"
"1340433","occ","","","176447","Parasminthus cf. tangingoli","species","333352","","Parasminthus tangingoli","species","333352","Late Oligocene","","28.4","23.03","60145","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1340436","occ","33772","","180966","Litodonomys lajeensis","species","357758","","Litodonomys lajeensis","species","54382","Early Miocene","","23.03","15.97","62824","Chordata","Mammalia","Rodentia","Dipodidae","Litodonomys"
"1340437","occ","33769","","180966","Heosminthus borrae","species","357751","","Heosminthus borrae","species","357751","Early Miocene","","23.03","15.97","62824","Chordata","Mammalia","Rodentia","Dipodidae","Heosminthus"
"1340439","occ","","","180967","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60145","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1340442","occ","33773","","180967","Litodonomys lajeensis","species","357758","","Litodonomys lajeensis","species","54382","Early Miocene","","23.03","15.97","62824","Chordata","Mammalia","Rodentia","Dipodidae","Litodonomys"
"1341264","occ","","","181249","Remingtonocetus harudiensis","species","63122","","Remingtonocetus harudiensis","species","53238","Lutetian","","47.8","41.3","60227","Chordata","Mammalia","Cetacea","Remingtonocetidae","Remingtonocetus"
"1341959","occ","","","176391","n. gen. Asianeomys n. sp. junggarensis","species","346559","","Asianeomys junggarensis","species","346559","Late Oligocene","","28.4","23.03","60349","Chordata","Mammalia","Rodentia","Eomyidae","Asianeomys"
"1341960","occ","","","175150","Asianeomys junggarensis","species","346559","","Asianeomys junggarensis","species","346559","Late Oligocene","","28.4","23.03","60349","Chordata","Mammalia","Rodentia","Eomyidae","Asianeomys"
"1341961","occ","","","175153","Asianeomys junggarensis","species","346559","","Asianeomys junggarensis","species","346559","Late Oligocene","","28.4","23.03","60349","Chordata","Mammalia","Rodentia","Eomyidae","Asianeomys"
"1341962","occ","","","181068","Asianeomys n. sp. engesseri","species","345954","subjective synonym of","Asianeomys dangheensis","species","333276","Late Oligocene","Early Miocene","28.4","15.97","60349","Chordata","Mammalia","Rodentia","Eomyidae","Asianeomys"
"1342679","occ","","","73811","Heosminthus n. sp. nomogenesis","species","346692","","Heosminthus nomogenesis","species","346692","Ulangochuian","","37.2","33.9","60397","Chordata","Mammalia","Rodentia","Dipodidae","Heosminthus"
"1342681","occ","","","73811","Allosminthus cf. majusculus","species","332781","","Allosminthus majusculus","species","332781","Ulangochuian","","37.2","33.9","60397","Chordata","Mammalia","Rodentia","Dipodidae","Allosminthus"
"1342682","occ","","","73811","Allosminthus ernos","species","332780","","Allosminthus ernos","species","332780","Ulangochuian","","37.2","33.9","60397","Chordata","Mammalia","Rodentia","Dipodidae","Allosminthus"
"1342683","occ","","","73811","Allosminthus cf. diconjugatus","species","332782","","Allosminthus diconjugatus","species","332786","Ulangochuian","","37.2","33.9","60397","Chordata","Mammalia","Rodentia","Dipodidae","Allosminthus"
"1344593","occ","","","180964","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344594","occ","","","75595","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344595","occ","","","175168","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344596","occ","","","175171","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344597","occ","","","182041","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344598","occ","","","182042","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344599","occ","","","180961","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344600","occ","","","180956","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344601","occ","","","182054","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344603","occ","","","182055","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344604","occ","","","180955","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344605","occ","","","175169","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344606","occ","","","180963","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344607","occ","","","176446","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344608","occ","","","182056","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344609","occ","","","182057","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344631","occ","","","182058","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344632","occ","","","180971","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344633","occ","","","182059","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344634","occ","","","182060","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344635","occ","","","182061","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344636","occ","","","180954","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344637","occ","","","135793","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344638","occ","","","182062","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344639","occ","","","75595","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344640","occ","","","175168","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344641","occ","","","175171","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344642","occ","","","182041","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344643","occ","","","180961","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344694","occ","","","182063","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1344695","occ","","","182063","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344705","occ","","","180956","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344706","occ","","","182055","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344707","occ","","","175169","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344708","occ","","","182064","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344709","occ","","","135802","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344710","occ","","","182062","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344711","occ","","","180964","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344712","occ","","","75595","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344713","occ","","","175168","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344714","occ","","","135793","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344715","occ","","","175171","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344716","occ","","","182065","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344717","occ","","","182066","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344718","occ","","","182067","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344719","occ","","","182042","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344720","occ","","","180961","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344721","occ","","","182063","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344722","occ","","","182055","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344723","occ","","","175169","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344724","occ","","","182068","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344725","occ","","","180971","Cyclomylus intermedius","species","347027","","Cyclomylus intermedius","species","347027","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344726","occ","","","180964","Cyclomylus ? biforatus","species","347028","","Cyclomylus biforatus","species","347028","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344727","occ","","","75595","Cyclomylus ? biforatus","species","347028","","Cyclomylus biforatus","species","347028","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344728","occ","","","182068","Cyclomylus ? biforatus","species","347028","","Cyclomylus biforatus","species","347028","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1344730","occ","","","182062","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344731","occ","","","180964","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344732","occ","","","75595","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344733","occ","","","182065","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344734","occ","","","182041","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344735","occ","","","180961","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344736","occ","","","182063","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344737","occ","","","75601","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344738","occ","","","180963","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Early Oligocene","","33.9","28.4","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344739","occ","","","176446","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344740","occ","","","182057","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344741","occ","","","180971","Coelodontomys asiaticus","species","115797","","Coelodontomys asiaticus","species","115797","Late Oligocene","","28.4","23.03","60526","Chordata","Mammalia","Rodentia","Bathyergidae","Coelodontomys"
"1344743","occ","","","182070","Tachyoryctoides n. sp. bayarmae","species","347029","","Tachyoryctoides bayarmae","species","347029","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344744","occ","","","75588","Tachyoryctoides bayarmae","species","347029","","Tachyoryctoides bayarmae","species","347029","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344745","occ","","","182071","Tachyoryctoides bayarmae","species","347029","","Tachyoryctoides bayarmae","species","347029","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344746","occ","","","182071","Tachyoryctoides radnai","species","347030","","Tachyoryctoides radnai","species","347030","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344747","occ","","","182072","Tachyoryctoides n. sp. radnai","species","347030","","Tachyoryctoides radnai","species","347030","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344748","occ","","","182073","Tachyoryctoides radnai","species","347030","","Tachyoryctoides radnai","species","347030","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344749","occ","","","182074","Tachyoryctoides radnai","species","347030","","Tachyoryctoides radnai","species","347030","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344750","occ","","","182075","Tachyoryctoides radnai","species","347030","","Tachyoryctoides radnai","species","347030","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344751","occ","","","182076","Tachyoryctoides obrutschewi","species","282784","","Tachyoryctoides obrutschewi","species","282784","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344752","occ","","","182077","Tachyoryctoides obrutschewi","species","282784","","Tachyoryctoides obrutschewi","species","282784","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344753","occ","","","182078","Tachyoryctoides obrutschewi","species","282784","","Tachyoryctoides obrutschewi","species","282784","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344754","occ","","","182080","Tachyoryctoides obrutschewi","species","282784","","Tachyoryctoides obrutschewi","species","282784","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344755","occ","","","182081","Tachyoryctoides tatalgolicus","species","347031","","Tachyoryctoides tatalgolicus","species","347031","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344756","occ","","","182082","Tachyoryctoides tatalgolicus","species","347031","","Tachyoryctoides tatalgolicus","species","347031","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344757","occ","","","182083","Tachyoryctoides tatalgolicus","species","347031","","Tachyoryctoides tatalgolicus","species","347031","Late Oligocene","","28.4","23.03","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344763","occ","","","180976","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344764","occ","","","180975","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344765","occ","","","182089","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344766","occ","","","182089","Tachyoryctoides engesseri","species","347032","","Tachyoryctoides engesseri","species","347032","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344767","occ","","","182090","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344768","occ","","","182090","Tachyoryctoides engesseri","species","347032","","Tachyoryctoides engesseri","species","347032","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344769","occ","","","182088","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344770","occ","","","182088","Tachyoryctoides engesseri","species","347032","","Tachyoryctoides engesseri","species","347032","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344771","occ","","","182091","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344772","occ","","","182091","Tachyoryctoides engesseri","species","347032","","Tachyoryctoides engesseri","species","347032","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344774","occ","","","176449","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344776","occ","","","182094","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344777","occ","","","182095","Tachyoryctoides kokonorensis","species","54385","subjective synonym of","Tachyoryctoides pachygnatus","species","282785","Early Miocene","","23.03","15.97","60530","Chordata","Mammalia","Rodentia","Muridae","Tachyoryctoides"
"1344944","occ","","","72183","n. gen. Advenimus n. sp. burkei","species","334463","","Advenimus burkei","species","334463","Irdinmanhan","","48.6","37.2","60551","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Advenimus"
"1344945","occ","","","127656","Advenimus n. sp. bohlini","species","334462","recombined as","Saykanomys bohlini","species","334462","Middle Eocene","","48.6","37.2","60551","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Saykanomys"
"1344946","occ","33107","","127656","Boromys n. sp. marydawsonae","species","349801","","Boromys marydawsonae","species","349801","Middle Eocene","","48.6","37.2","61481","Chordata","Mammalia","Rodentia","Echimyidae","Boromys"
